example_id                                                             | status | run_time        |
./spec/controllers/shop_controller_spec.rb[1:7:4:1]                    | passed | 0.00574 seconds |
./spec/controllers/users_controller_spec.rb[1:1:1:1]                   | passed | 0.01199 seconds |
./spec/controllers/users_controller_spec.rb[1:1:1:2]                   | passed | 0.00682 seconds |
./spec/controllers/users_controller_spec.rb[1:1:1:3:1]                 | passed | 0.00689 seconds |
./spec/controllers/users_controller_spec.rb[1:1:1:4:1]                 | passed | 0.00637 seconds |
./spec/controllers/users_controller_spec.rb[1:1:2:1]                   | passed | 0.00588 seconds |
./spec/controllers/users_controller_spec.rb[1:1:2:2]                   | passed | 0.00553 seconds |
./spec/controllers/users_controller_spec.rb[1:1:3:1]                   | passed | 0.00587 seconds |
./spec/controllers/users_controller_spec.rb[1:2:1]                     | passed | 0.00593 seconds |
./spec/controllers/users_controller_spec.rb[1:3:1:1]                   | passed | 0.00559 seconds |
./spec/controllers/users_controller_spec.rb[1:3:1:2]                   | passed | 0.00699 seconds |
./spec/controllers/users_controller_spec.rb[1:3:1:3:1]                 | passed | 0.00525 seconds |
./spec/controllers/users_controller_spec.rb[1:3:2:1]                   | passed | 0.00628 seconds |
./spec/controllers/users_controller_spec.rb[1:3:2:2]                   | passed | 0.00666 seconds |
./spec/controllers/users_controller_spec.rb[1:3:3:1]                   | passed | 0.00526 seconds |
./spec/controllers/users_controller_spec.rb[1:3:3:2]                   | passed | 0.00508 seconds |
./spec/controllers/users_controller_spec.rb[1:4:1]                     | passed | 0.01031 seconds |
./spec/controllers/users_controller_spec.rb[1:4:2]                     | passed | 0.0242 seconds  |
./spec/controllers/users_controller_spec.rb[1:4:3:1]                   | passed | 0.00517 seconds |
./spec/helpers/application_helper_spec.rb[1:1:1]                       | passed | 0.0022 seconds  |
./spec/helpers/application_helper_spec.rb[1:1:2]                       | passed | 0.03927 seconds |
./spec/helpers/pets_helper_spec.rb[1:1:1:1]                            | passed | 0.00403 seconds |
./spec/helpers/pets_helper_spec.rb[1:1:2:1]                            | passed | 0.00612 seconds |
./spec/helpers/pets_helper_spec.rb[1:1:2:2]                            | passed | 0.00549 seconds |
./spec/helpers/pets_helper_spec.rb[1:1:3:1]                            | passed | 0.00523 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:1:1]                            | passed | 0.00258 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:2:1]                            | passed | 0.00735 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:2:2]                            | passed | 0.00769 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:2:3]                            | passed | 0.00998 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:2:4]                            | passed | 0.0102 seconds  |
./spec/helpers/shop_helper_spec.rb[1:1:3:1]                            | passed | 0.02117 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:4:1]                            | passed | 0.00316 seconds |
./spec/helpers/shop_helper_spec.rb[1:1:5:1]                            | passed | 0.00352 seconds |
